# [5]
# Sample c= 0.31 mg/ml
# Intensity scaled by concentration
# Buffer subtracted data file:
# Protein DatFile = /mntdirect/_data_visitor/mx1633/bm29/20150311/D5TVE/1d/D5TVE_SC_015_ave.dat
# Buffer DatFile = /mntdirect/_data_visitor/mx1633/bm29/20150311/D5TVE/ednaSub/D5TVE_SC_015_ave_averbuffer.dat
# 
# AutoRg: Rg   =   3.2592 +/- 0.94 ( 29.0%)
# AutoRg: I(0) =   35.84 +/- 0.5153
# AutoRg: Points   37 to 69 ( 33 total)
# AutoRg: Quality: 26.8%
# 
# 
# Sample Information:
# Storage Temperature (degrees C): 20.0
# Measurement Temperature (degrees C): 19.98
# Concentration: 0.31
# Code: 
3.369227000000000333e-02   1.114865e+02   3.121077e+01
3.843457000000000123e-02   1.510668e+02   1.616996e+01
4.317686999999999914e-02   1.416824e+02   1.082024e+01
4.791916999999999704e-02   1.156928e+02   8.353603e+00
5.266147000000000189e-02   8.951453e+01   6.813684e+00
5.740376999999999980e-02   8.547431e+01   5.711637e+00
6.214606999999999770e-02   7.556376e+01   4.874487e+00
6.688837000000000255e-02   6.809529e+01   4.153106e+00
7.163066999999999351e-02   6.573726e+01   3.661679e+00
7.637296999999999836e-02   6.062639e+01   3.271858e+00
8.111527000000000320e-02   5.697302e+01   2.965355e+00
8.585756999999999417e-02   5.414549e+01   2.682472e+00
9.059986999999999902e-02   5.340873e+01   2.471107e+00
9.534217000000000386e-02   5.234760e+01   2.313770e+00
1.000845000000000068e-01   5.177794e+01   2.168839e+00
1.048267999999999978e-01   4.885942e+01   2.045981e+00
1.095691000000000026e-01   4.441211e+01   1.939745e+00
1.143113999999999936e-01   4.399165e+01   1.836917e+00
1.190536999999999984e-01   4.384711e+01   1.759362e+00
1.237960000000000033e-01   4.494889e+01   1.689660e+00
1.285382999999999942e-01   4.404750e+01   1.629080e+00
1.332805999999999991e-01   3.861997e+01   1.562788e+00
1.380229000000000039e-01   4.108642e+01   1.522894e+00
1.427652000000000088e-01   3.931949e+01   1.472013e+00
1.475075000000000136e-01   3.857142e+01   1.431849e+00
1.522497999999999907e-01   3.622665e+01   1.391713e+00
1.569920999999999955e-01   3.840361e+01   1.365306e+00
1.617344000000000004e-01   3.715376e+01   1.327810e+00
