# [1]
# Sample c= 5.0 mg/ml
# Intensity scaled by concentration
# Buffer subtracted data file:
# Protein DatFile = /mntdirect/_data_visitor/mx1633/bm29/20150311/D5TVE/1d/D5TVE_SC_007_ave.dat
# Buffer DatFile = /mntdirect/_data_visitor/mx1633/bm29/20150311/D5TVE/ednaSub/D5TVE_SC_007_ave_averbuffer.dat
# 
# AutoRg: Rg   =   2.7974 +/- 0.39 ( 13.8%)
# AutoRg: I(0) =   35.06 +/- 0.0627
# AutoRg: Points   44 to 86 ( 43 total)
# AutoRg: Quality: 73.2%
# 
# 
# Sample Information:
# Storage Temperature (degrees C): 20.0
# Measurement Temperature (degrees C): 19.98
# Concentration: 5.0
# Code: 
3.369227000000000333e-02   3.817739e+01   2.046631e+00
3.843457000000000123e-02   5.791571e+01   1.087854e+00
4.317686999999999914e-02   5.401702e+01   7.460032e-01
4.791916999999999704e-02   5.053101e+01   5.984554e-01
5.266147000000000189e-02   4.819860e+01   5.060724e-01
5.740376999999999980e-02   4.539229e+01   4.399545e-01
6.214606999999999770e-02   4.369328e+01   3.903788e-01
6.688837000000000255e-02   4.228694e+01   3.474777e-01
7.163066999999999351e-02   4.061629e+01   3.163620e-01
7.637296999999999836e-02   4.015976e+01   2.942412e-01
8.111527000000000320e-02   3.915793e+01   2.749833e-01
8.585756999999999417e-02   3.844247e+01   2.574684e-01
9.059986999999999902e-02   3.817373e+01   2.440667e-01
9.534217000000000386e-02   3.766453e+01   2.336211e-01
1.000845000000000068e-01   3.707556e+01   2.238077e-01
1.048267999999999978e-01   3.698234e+01   2.150944e-01
1.095691000000000026e-01   3.682703e+01   2.074722e-01
1.143113999999999936e-01   3.626347e+01   2.004899e-01
1.190536999999999984e-01   3.588283e+01   1.940787e-01
1.237960000000000033e-01   3.562317e+01   1.880255e-01
1.285382999999999942e-01   3.548330e+01   1.832023e-01
1.332805999999999991e-01   3.498641e+01   1.783556e-01
1.380229000000000039e-01   3.486278e+01   1.747531e-01
1.427652000000000088e-01   3.464133e+01   1.703756e-01
1.475075000000000136e-01   3.407623e+01   1.661911e-01
1.522497999999999907e-01   3.389355e+01   1.625904e-01
1.569920999999999955e-01   3.367726e+01   1.594631e-01
1.617344000000000004e-01   3.352642e+01   1.562885e-01
1.664767000000000052e-01   3.343143e+01   1.532773e-01
1.712190000000000101e-01   3.310596e+01   1.502156e-01
1.759612999999999872e-01   3.277027e+01   1.473605e-01
1.807035999999999920e-01   3.284226e+01   1.450529e-01
1.854458999999999969e-01   3.291609e+01   1.432417e-01
1.901882000000000017e-01   3.262741e+01   1.408289e-01
1.949305000000000065e-01   3.240354e+01   1.385352e-01
1.996728000000000114e-01   3.213174e+01   1.361329e-01
2.044150999999999885e-01   3.202122e+01   1.341627e-01
2.091573999999999933e-01   3.163543e+01   1.321106e-01
2.138996999999999982e-01   3.153962e+01   1.303411e-01
2.186420000000000030e-01   3.127138e+01   1.282641e-01
2.233843000000000079e-01   3.104969e+01   1.263575e-01
2.281266000000000127e-01   3.076237e+01   1.245823e-01
2.328688999999999898e-01   3.064120e+01   1.231560e-01
2.376111999999999946e-01   3.035994e+01   1.213115e-01
2.423534999999999995e-01   3.010593e+01   1.194994e-01
2.470958000000000043e-01   2.993765e+01   1.181377e-01
2.518381000000000092e-01   2.976654e+01   1.166573e-01
2.565803999999999863e-01   2.962807e+01   1.153178e-01
2.613227000000000189e-01   2.937063e+01   1.136698e-01
2.660649999999999959e-01   2.919687e+01   1.124290e-01
2.708072999999999730e-01   2.881907e+01   1.108270e-01
2.755496000000000056e-01   2.866916e+01   1.096576e-01
2.802918999999999827e-01   2.840504e+01   1.082091e-01
2.850342000000000153e-01   2.818899e+01   1.070488e-01
2.897764999999999924e-01   2.827580e+01   1.062327e-01
2.945188000000000250e-01   2.804946e+01   1.065631e-01
2.992611000000000021e-01   2.790346e+01   1.073689e-01
3.040033999999999792e-01   2.762167e+01   1.073673e-01
3.087457000000000118e-01   2.727758e+01   1.069731e-01
3.134879999999999889e-01   2.713680e+01   1.066022e-01
3.182303000000000215e-01   2.677025e+01   1.059925e-01
3.229725999999999986e-01   2.663966e+01   1.056931e-01
3.277148999999999757e-01   2.641392e+01   1.051106e-01
3.324572000000000083e-01   2.629912e+01   1.048193e-01
3.371994999999999854e-01   2.598170e+01   1.040756e-01
3.419418000000000180e-01   2.579483e+01   1.035710e-01
3.466840999999999950e-01   2.552667e+01   1.028373e-01
3.514264000000000276e-01   2.523886e+01   1.021053e-01
3.561687000000000047e-01   2.531987e+01   1.020624e-01
3.609109999999999818e-01   2.522203e+01   1.041976e-01
3.656533000000000144e-01   2.477943e+01   1.050803e-01
3.703955999999999915e-01   2.443118e+01   1.056963e-01
3.751379000000000241e-01   2.435198e+01   1.060574e-01
3.798802000000000012e-01   2.415223e+01   1.065621e-01
3.846224999999999783e-01   2.364331e+01   1.063423e-01
3.893648000000000109e-01   2.356132e+01   1.065669e-01
3.941070999999999880e-01   2.336627e+01   1.068463e-01
3.988494000000000206e-01   2.300504e+01   1.066794e-01
4.035916999999999977e-01   2.291977e+01   1.066168e-01
4.083339999999999748e-01   2.274912e+01   1.067454e-01
4.130763000000000074e-01   2.250950e+01   1.065915e-01
4.178185999999999845e-01   2.234982e+01   1.064177e-01
4.225609000000000171e-01   2.201009e+01   1.060060e-01
4.273031999999999941e-01   2.173131e+01   1.058060e-01
4.320455000000000267e-01   2.155479e+01   1.054010e-01
4.367878000000000038e-01   2.137478e+01   1.051739e-01
4.415300999999999809e-01   2.121108e+01   1.052622e-01
4.462724000000000135e-01   2.108285e+01   1.053155e-01
4.510146999999999906e-01   2.083609e+01   1.077821e-01
4.557570000000000232e-01   2.071535e+01   1.104910e-01
4.604993000000000003e-01   2.036526e+01   1.117266e-01
4.652415999999999774e-01   2.024898e+01   1.130897e-01
4.699839000000000100e-01   1.997219e+01   1.137281e-01
4.747261999999999871e-01   1.961438e+01   1.144858e-01
4.794685000000000197e-01   1.943648e+01   1.153611e-01
4.842107999999999968e-01   1.923959e+01   1.161187e-01
4.889530999999999739e-01   1.887175e+01   1.165544e-01
4.936954000000000065e-01   1.884134e+01   1.173849e-01
4.984376999999999835e-01   1.872431e+01   1.181491e-01
5.031799999999999606e-01   1.844231e+01   1.186422e-01
5.079223000000000487e-01   1.847358e+01   1.194215e-01
5.126646000000000258e-01   1.816550e+01   1.186867e-01
5.174069000000000029e-01   1.798510e+01   1.133676e-01
5.221491999999999800e-01   1.770977e+01   1.103621e-01
5.268914999999999571e-01   1.732405e+01   1.079224e-01
5.316338000000000452e-01   1.704593e+01   1.062424e-01
5.363761000000000223e-01   1.680312e+01   1.047983e-01
5.411183999999999994e-01   1.685129e+01   1.040104e-01
5.458606999999999765e-01   1.667353e+01   1.026951e-01
5.506029999999999536e-01   1.638351e+01   1.014637e-01
5.553453000000000417e-01   1.620307e+01   1.005625e-01
5.600876000000000188e-01   1.604835e+01   9.975845e-02
5.648298999999999959e-01   1.570138e+01   9.849696e-02
5.695721999999999730e-01   1.546076e+01   9.749585e-02
5.743144999999999500e-01   1.521370e+01   9.661046e-02
5.790568000000000382e-01   1.511445e+01   9.570410e-02
5.837991000000000152e-01   1.487919e+01   9.448505e-02
5.885413999999999923e-01   1.474553e+01   9.351296e-02
5.932836999999999694e-01   1.462083e+01   9.253241e-02
5.980259999999999465e-01   1.423443e+01   9.125717e-02
6.027683000000000346e-01   1.416000e+01   9.044561e-02
6.075106000000000117e-01   1.401620e+01   8.947781e-02
6.122528999999999888e-01   1.377062e+01   8.850990e-02
6.169951999999999659e-01   1.361742e+01   8.769924e-02
6.217375000000000540e-01   1.340477e+01   8.668067e-02
6.264798000000000311e-01   1.326786e+01   8.592115e-02
6.312221000000000082e-01   1.313608e+01   8.542455e-02
6.359643999999999853e-01   1.297222e+01   8.484805e-02
6.407066999999999624e-01   1.268503e+01   8.406755e-02
6.454490000000000505e-01   1.254122e+01   8.338107e-02
6.501913000000000276e-01   1.234946e+01   8.295725e-02
6.549336000000000046e-01   1.217559e+01   8.249773e-02
6.596758999999999817e-01   1.208310e+01   8.223059e-02
6.644181999999999588e-01   1.192190e+01   8.151103e-02
6.691605000000000469e-01   1.165218e+01   8.078556e-02
6.739028000000000240e-01   1.157563e+01   8.045328e-02
